PP,y_true,y_pred,Age,Gender,Occupation
PP16,0,0,27,f,student
PP16,0,0,27,f,student
PP16,0,0,27,f,student
PP16,0,0,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,0,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,0,27,f,student
PP16,0,0,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,1,0,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,0,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
PP16,1,1,27,f,student
